DATE and TIME (UTC),LAT,LON,MAG,DEPTHkm,LOCATION (Shows interactive map),IRIS ID (Other info)
07-MAR-2020 22:23:20,-58.71,-25.34,5.0,35,SOUTH SANDWICH ISLANDS REGION,11194473
07-MAR-2020 21:42:49,-9.34,109.91,4.3,35,"SOUTH OF JAVA, INDONESIA",11203371
07-MAR-2020 21:39:17,27.89,140.00,4.1,379,"BONIN ISLANDS, JAPAN REGION",11194469
07-MAR-2020 20:58:04,32.41,-16.83,5.2,9,"MADEIRA ISLANDS, PORTUGAL REGION",11194453
07-MAR-2020 20:30:31,15.41,-94.43,4.3,44,"NEAR COAST OF OAXACA, MEXICO",11194484
07-MAR-2020 19:59:10,-10.86,162.40,4.4,35,SOLOMON ISLANDS,11202789
07-MAR-2020 19:21:02,-23.26,179.51,4.1,542,SOUTH OF FIJI ISLANDS,11202344
07-MAR-2020 15:47:55,28.30,142.50,4.8,32,"BONIN ISLANDS, JAPAN REGION",11194397
07-MAR-2020 14:55:54,-24.26,-67.37,4.7,215,CHILE-ARGENTINA BORDER REGION,11194422
07-MAR-2020 12:43:08,-40.75,-91.87,5.1,10,WEST CHILE RISE,11194363
07-MAR-2020 11:56:53,35.90,140.27,4.3,69,"NEAR EAST COAST OF HONSHU, JAPAN",11194811
07-MAR-2020 11:35:25,-7.39,128.71,5.2,159,BANDA SEA,11194355
07-MAR-2020 10:29:10,16.11,-92.86,4.5,177,"CHIAPAS, MEXICO",11194344
07-MAR-2020 10:28:56,-42.84,-74.26,4.5,26,SOUTHERN CHILE,11194342
07-MAR-2020 08:44:19,-11.88,166.61,4.3,140,SANTA CRUZ ISLANDS,11204430
07-MAR-2020 08:20:11,38.21,22.92,4.3,10,GREECE,11194313
07-MAR-2020 06:39:08,-18.00,167.55,4.8,10,VANUATU ISLANDS,11194293
07-MAR-2020 05:43:45,-17.89,167.85,5.5,10,VANUATU ISLANDS,11194276
07-MAR-2020 05:02:08,44.98,147.90,4.7,130,KURIL ISLANDS,11194279
07-MAR-2020 04:37:58,-3.88,139.35,4.4,76,"IRIAN JAYA, INDONESIA",11194261
07-MAR-2020 03:52:03,31.69,-114.54,5.49,10,GULF OF CALIFORNIA,11194252
07-MAR-2020 02:40:48,9.07,-83.15,5.2,40,COSTA RICA,11194239
07-MAR-2020 02:26:49,17.86,-66.87,4.3,3,PUERTO RICO REGION,11194237
07-MAR-2020 00:45:01,36.41,71.14,4.6,115,AFGHANISTAN-TAJIKISTAN BORD REG.,11194202
06-MAR-2020 23:38:25,7.07,-82.41,4.8,10,SOUTH OF PANAMA,11194178
06-MAR-2020 22:01:02,14.54,-93.04,4.7,35,"NEAR COAST OF CHIAPAS, MEXICO",11194135
06-MAR-2020 21:24:30,-20.61,-178.25,4.2,570,FIJI ISLANDS REGION,11196878
06-MAR-2020 20:42:57,55.48,166.39,4.2,25,KOMANDORSKIYE OSTROVA REGION,11194106
06-MAR-2020 20:30:46,14.25,-93.14,4.9,54,"NEAR COAST OF CHIAPAS, MEXICO",11194076
06-MAR-2020 20:04:38,-23.30,-66.99,4.1,249,"JUJUY PROVINCE, ARGENTINA",11194096
06-MAR-2020 19:52:58,-5.22,102.22,4.9,30,"SOUTHERN SUMATRA, INDONESIA",11194061
06-MAR-2020 19:04:06,-30.33,-72.21,4.4,17,OFF COAST OF CENTRAL CHILE,11194057
06-MAR-2020 18:28:32,-8.26,119.78,4.4,183,"FLORES REGION, INDONESIA",11194042
06-MAR-2020 14:19:50,38.56,44.22,4.4,10,TURKEY-IRAN BORDER REGION,11194641
06-MAR-2020 12:40:43,17.96,-68.38,4.8,78,MONA PASSAGE,11193788
06-MAR-2020 10:28:42,-31.35,58.32,5.9,10,SOUTHWEST INDIAN RIDGE,11193761
06-MAR-2020 09:14:54,48.52,154.87,4.4,52,KURIL ISLANDS,11193750
06-MAR-2020 06:54:14,-7.45,127.59,4.4,168,BANDA SEA,11203606
06-MAR-2020 05:50:34,-21.31,-69.89,4.7,49,NORTHERN CHILE,11193717
06-MAR-2020 02:44:51,10.98,-62.34,5.0,91,NEAR COAST OF VENEZUELA,11193680
06-MAR-2020 02:38:57,6.74,-72.95,4.6,171,NORTHERN COLOMBIA,11193686
06-MAR-2020 00:25:01,21.58,143.18,4.2,283,MARIANA ISLANDS REGION,11196877
05-MAR-2020 23:53:19,-18.48,168.93,4.6,114,VANUATU ISLANDS,11196875
05-MAR-2020 22:22:03,-20.84,-178.82,4.0,594,FIJI ISLANDS REGION,11196874
05-MAR-2020 21:18:16,13.92,-91.29,4.0,44,NEAR COAST OF GUATEMALA,11196872
05-MAR-2020 20:39:36,-32.61,-178.16,4.7,10,SOUTH OF KERMADEC ISLANDS,11199653
05-MAR-2020 20:28:35,-41.09,80.51,4.4,10,MID-INDIAN RIDGE,11201543
05-MAR-2020 19:59:21,27.77,66.08,4.6,28,PAKISTAN,11196646
05-MAR-2020 18:26:55,42.51,-126.41,4.3,10,OFF COAST OF OREGON,11193521
05-MAR-2020 18:06:08,-23.80,-69.58,4.7,75,NORTHERN CHILE,11193446
05-MAR-2020 16:53:25,-29.25,-178.49,4.2,203,"KERMADEC ISLANDS, NEW ZEALAND",11204288
05-MAR-2020 16:45:01,-16.01,-173.85,4.5,112,TONGA ISLANDS,11204285
05-MAR-2020 16:27:48,2.20,128.14,4.2,151,"HALMAHERA, INDONESIA",11193509
05-MAR-2020 16:05:56,29.38,67.70,4.3,16,PAKISTAN,11193490
05-MAR-2020 14:58:45,-48.82,-8.80,5.4,10,SOUTHERN MID-ATLANTIC RIDGE,11193385
05-MAR-2020 14:48:13,-3.33,145.16,4.8,10,"NEAR N COAST OF NEW GUINEA, PNG.",11193381
05-MAR-2020 13:11:46,-29.77,-176.27,5.6,10,KERMADEC ISLANDS REGION,11193176
05-MAR-2020 10:05:06,-3.32,145.32,5.2,10,"NEAR N COAST OF NEW GUINEA, PNG.",11193206
05-MAR-2020 09:09:28,-20.59,-174.53,4.8,35,TONGA ISLANDS,11193224
05-MAR-2020 08:22:35,38.83,71.78,4.6,10,AFGHANISTAN-TAJIKISTAN BORD REG.,11193226
05-MAR-2020 07:13:06,-18.33,-173.78,4.3,84,TONGA ISLANDS,11202984
05-MAR-2020 06:59:54,25.84,96.76,4.4,10,MYANMAR,11193240
05-MAR-2020 06:57:42,-28.41,-67.50,5.5,115,"LA RIOJA PROVINCE, ARGENTINA",11193147
05-MAR-2020 03:59:08,-3.36,146.23,4.7,10,BISMARCK SEA,11193278
05-MAR-2020 01:57:23,13.15,143.75,4.5,151,SOUTH OF MARIANA ISLANDS,11193293
05-MAR-2020 01:43:31,-30.29,-177.84,4.9,10,"KERMADEC ISLANDS, NEW ZEALAND",11193297
04-MAR-2020 23:19:12,23.43,142.27,4.2,146,"VOLCANO ISLANDS, JAPAN REGION",11202283
04-MAR-2020 22:08:17,-56.91,-23.61,4.9,10,SOUTH SANDWICH ISLANDS REGION,11202258
04-MAR-2020 20:57:17,-17.99,167.63,4.8,10,VANUATU ISLANDS,11193044
04-MAR-2020 20:45:37,-23.24,-175.00,4.6,10,TONGA ISLANDS REGION,11196673
04-MAR-2020 20:43:29,11.99,143.27,4.7,10,SOUTH OF MARIANA ISLANDS,11201417
04-MAR-2020 20:31:57,47.67,152.28,4.0,160,KURIL ISLANDS,11199473
04-MAR-2020 20:16:13,5.48,126.52,4.4,40,"MINDANAO, PHILIPPINES",11193392
04-MAR-2020 20:14:03,50.94,-179.74,4.1,10,"ANDREANOF ISLANDS, ALEUTIAN IS.",11193025
04-MAR-2020 19:39:36,-6.58,124.16,4.1,620,BANDA SEA,11199591
04-MAR-2020 19:37:14,13.37,145.03,4.9,55,MARIANA ISLANDS,11193008
04-MAR-2020 18:42:04,1.79,127.50,4.1,139,"HALMAHERA, INDONESIA",11196668
04-MAR-2020 17:44:21,-23.51,179.43,4.6,536,SOUTH OF FIJI ISLANDS,11192987
04-MAR-2020 16:47:56,-59.64,-26.57,5.1,59,SOUTH SANDWICH ISLANDS REGION,11192968
04-MAR-2020 15:51:49,-0.12,123.10,4.2,116,"MINAHASSA PENINSULA, SULAWESI",11193103
04-MAR-2020 15:36:18,26.55,55.48,4.2,10,SOUTHERN IRAN,11193099
04-MAR-2020 14:54:37,-17.59,-178.66,4.1,625,FIJI ISLANDS REGION,11202982
04-MAR-2020 14:15:13,20.56,122.02,4.5,10,PHILIPPINE ISLANDS REGION,11193712
04-MAR-2020 13:47:47,-16.28,-174.77,4.3,269,TONGA ISLANDS,11202980
04-MAR-2020 13:36:46,-3.45,99.62,4.9,10,"SOUTHWEST OF SUMATRA, INDONESIA",11192864
04-MAR-2020 13:28:38,32.02,94.79,4.3,10,XIZANG,11192865
04-MAR-2020 12:46:22,28.62,142.63,4.9,10,"BONIN ISLANDS, JAPAN REGION",11192859
04-MAR-2020 11:33:47,38.44,44.25,4.0,10,TURKEY-IRAN BORDER REGION,11192845
04-MAR-2020 10:29:15,4.29,125.72,4.5,159,"TALAUD ISLANDS, INDONESIA",11192832
04-MAR-2020 10:04:56,-18.55,-177.57,4.1,635,FIJI ISLANDS REGION,11200963
04-MAR-2020 09:11:35,-29.75,-176.15,5.0,10,KERMADEC ISLANDS REGION,11192812
04-MAR-2020 07:25:44,35.75,141.19,4.0,35,"NEAR EAST COAST OF HONSHU, JAPAN",11196010
04-MAR-2020 04:52:27,-36.38,-72.37,4.4,58,NEAR COAST OF CENTRAL CHILE,11192768
04-MAR-2020 04:23:07,36.58,70.83,4.0,206,"HINDU KUSH REGION, AFGHANISTAN",11192764
04-MAR-2020 02:52:17,-18.00,167.73,4.5,10,VANUATU ISLANDS,11202186
04-MAR-2020 02:29:33,-16.14,-75.41,4.1,10,OFF COAST OF PERU,11202265
04-MAR-2020 01:05:12,-22.47,-177.18,4.4,268,SOUTH OF FIJI ISLANDS,11200866
04-MAR-2020 00:20:03,24.42,96.10,4.8,10,MYANMAR,11192632
03-MAR-2020 22:56:46,3.57,124.70,4.3,206,CELEBES SEA,11195400
03-MAR-2020 22:56:04,52.22,-169.35,4.1,40,"FOX ISLANDS, ALEUTIAN ISLANDS",11195393
03-MAR-2020 22:21:59,-17.93,167.76,4.8,10,VANUATU ISLANDS,11192600
03-MAR-2020 22:07:08,-3.10,148.97,4.2,10,BISMARCK SEA,11195380
03-MAR-2020 18:47:48,-19.13,-172.86,4.7,10,TONGA ISLANDS REGION,11192520
03-MAR-2020 18:47:38,11.15,143.90,4.4,10,SOUTH OF MARIANA ISLANDS,11204255
03-MAR-2020 18:17:23,1.03,126.44,4.1,52,NORTHERN MOLUCCA SEA,11204249
03-MAR-2020 17:54:13,-6.16,-11.37,4.6,10,ASCENSION ISLAND REGION,11204247
03-MAR-2020 17:50:35,-9.21,157.38,4.4,29,SOLOMON ISLANDS,11204242
03-MAR-2020 17:31:13,-4.01,68.42,4.9,10,CHAGOS ARCHIPELAGO REGION,11192459
03-MAR-2020 17:30:22,-14.56,167.44,4.4,162,VANUATU ISLANDS,11204219
03-MAR-2020 16:36:43,-31.03,-178.27,4.5,115,KERMADEC ISLANDS REGION,11195033
03-MAR-2020 16:03:08,-19.28,-177.31,4.2,567,FIJI ISLANDS REGION,11195018
03-MAR-2020 15:53:52,-18.02,167.63,5.0,10,VANUATU ISLANDS,11192436
03-MAR-2020 15:51:34,-18.06,167.78,4.3,10,VANUATU ISLANDS,11195003
03-MAR-2020 15:39:16,11.34,124.63,4.4,61,"LEYTE, PHILIPPINES",11195002
03-MAR-2020 14:55:37,7.70,121.97,5.0,33,"MINDANAO, PHILIPPINES",11192423
03-MAR-2020 14:06:33,-37.23,177.53,4.4,173,"OFF E. COAST OF N. ISLAND, N.Z.",11194992
03-MAR-2020 11:57:23,79.98,-0.39,5.0,10,GREENLAND SEA,11192386
03-MAR-2020 11:52:59,-17.95,167.65,4.7,10,VANUATU ISLANDS,11201289
03-MAR-2020 11:31:26,27.17,54.70,4.3,10,SOUTHERN IRAN,11192396
03-MAR-2020 10:14:33,-59.68,-26.37,4.9,35,SOUTH SANDWICH ISLANDS REGION,11192371
03-MAR-2020 09:44:48,30.43,130.98,4.5,35,"KYUSHU, JAPAN",11192373
03-MAR-2020 09:31:14,30.51,131.00,4.8,51,"KYUSHU, JAPAN",11192367
03-MAR-2020 09:18:50,17.62,94.31,4.9,10,MYANMAR,11192362
03-MAR-2020 09:10:44,-14.87,-71.63,4.5,187,CENTRAL PERU,11193718
03-MAR-2020 09:09:48,49.08,155.29,4.1,60,KURIL ISLANDS,11201256
03-MAR-2020 08:42:02,51.16,-179.83,5.1,35,"ANDREANOF ISLANDS, ALEUTIAN IS.",11192357
03-MAR-2020 07:16:56,49.01,104.36,4.4,10,MONGOLIA,11195539
03-MAR-2020 06:55:53,0.89,126.54,4.6,44,NORTHERN MOLUCCA SEA,11192349
03-MAR-2020 06:51:06,11.26,124.82,4.7,54,"LEYTE, PHILIPPINES",11192345
03-MAR-2020 06:08:38,-21.26,-67.24,4.4,175,CHILE-BOLIVIA BORDER REGION,11195523
03-MAR-2020 06:00:10,-16.30,-73.41,4.9,41,NEAR COAST OF PERU,11192332
03-MAR-2020 04:03:47,20.89,144.60,4.3,137,MARIANA ISLANDS,11203432
03-MAR-2020 03:20:24,42.10,142.73,4.2,78,"HOKKAIDO, JAPAN REGION",11202886
03-MAR-2020 03:10:17,19.16,-68.59,4.0,158,NORTH ATLANTIC OCEAN,11192308
03-MAR-2020 02:59:43,37.17,140.94,4.3,55,"EASTERN HONSHU, JAPAN",11202864
03-MAR-2020 02:22:47,-9.95,126.95,4.4,10,TIMOR REGION,11202900
03-MAR-2020 01:06:38,-54.62,144.17,5.0,10,WEST OF MACQUARIE ISLAND,11192218
02-MAR-2020 23:07:51,-18.12,-70.57,4.8,70,NEAR COAST OF NORTHERN CHILE,11192053
02-MAR-2020 22:43:20,43.26,143.83,4.5,10,"HOKKAIDO, JAPAN REGION",11192079
02-MAR-2020 21:23:15,-59.61,-26.39,5.1,80,SOUTH SANDWICH ISLANDS REGION,11191986
02-MAR-2020 21:13:07,-19.36,-173.03,4.6,10,TONGA ISLANDS,11194894
02-MAR-2020 18:21:37,-38.52,-71.05,4.1,185,S. CHILE-ARGENTINA BORDER REGION,11192428
02-MAR-2020 18:00:33,-20.03,-70.89,4.1,17,NEAR COAST OF NORTHERN CHILE,11192021
02-MAR-2020 17:57:48,0.62,-24.89,4.8,10,CENTRAL MID-ATLANTIC RIDGE,11196522
02-MAR-2020 17:15:30,-6.04,130.60,4.2,121,BANDA SEA,11196312
02-MAR-2020 17:06:13,-17.76,-178.35,4.5,533,FIJI ISLANDS REGION,11191855
02-MAR-2020 16:39:30,-28.27,-176.11,4.4,10,KERMADEC ISLANDS REGION,11194709
02-MAR-2020 15:04:00,-20.42,-69.30,4.2,90,NORTHERN CHILE,11191807
02-MAR-2020 15:00:35,-7.95,129.89,4.4,10,BANDA SEA,11194700
02-MAR-2020 14:52:52,38.20,38.85,4.1,5,TURKEY,11191804
02-MAR-2020 14:13:05,-14.67,167.55,4.4,135,VANUATU ISLANDS,11194686
02-MAR-2020 14:07:09,20.85,122.36,4.3,19,PHILIPPINE ISLANDS REGION,11194679
02-MAR-2020 13:44:54,-21.54,-173.84,4.4,10,TONGA ISLANDS,11194676
02-MAR-2020 13:43:22,50.67,-130.01,4.2,10,"VANCOUVER ISLAND, CANADA REGION",11191784
02-MAR-2020 12:57:59,-24.02,-179.32,4.2,527,SOUTH OF FIJI ISLANDS,11203620
02-MAR-2020 12:51:41,51.54,-176.42,4.0,48,"ANDREANOF ISLANDS, ALEUTIAN IS.",11197936
02-MAR-2020 09:26:57,51.65,-177.29,4.0,75,"ANDREANOF ISLANDS, ALEUTIAN IS.",11191715
02-MAR-2020 08:27:43,0.79,126.13,4.2,25,NORTHERN MOLUCCA SEA,11200973
02-MAR-2020 08:23:54,-17.29,-179.27,4.2,557,FIJI ISLANDS REGION,11194934
02-MAR-2020 08:19:41,-18.80,169.41,4.8,10,VANUATU ISLANDS,11191707
02-MAR-2020 07:01:39,-10.91,-73.87,4.1,123,CENTRAL PERU,11200967
02-MAR-2020 06:17:23,-6.60,129.90,4.2,122,BANDA SEA,11200958
02-MAR-2020 00:47:34,39.35,144.65,4.8,10,"OFF EAST COAST OF HONSHU, JAPAN",11191641
02-MAR-2020 00:31:16,51.13,-179.85,5.7,24,"ANDREANOF ISLANDS, ALEUTIAN IS.",11191631
01-MAR-2020 22:10:51,-16.10,-176.10,4.5,361,FIJI ISLANDS REGION,11191632
01-MAR-2020 21:19:20,11.35,124.69,5.4,10,"LEYTE, PHILIPPINES",11191608
01-MAR-2020 20:29:40,53.14,-170.44,4.8,148,"FOX ISLANDS, ALEUTIAN ISLANDS",11191605
01-MAR-2020 20:01:30,60.33,-153.43,4.4,165,SOUTHERN ALASKA,11191595
01-MAR-2020 18:13:01,-20.69,-178.24,4.9,537,FIJI ISLANDS REGION,11191583
01-MAR-2020 15:50:13,-6.21,114.46,4.6,502,BALI SEA,11191557
01-MAR-2020 14:54:46,-31.50,-179.10,4.1,104,KERMADEC ISLANDS REGION,11194673
01-MAR-2020 14:11:11,54.89,-163.07,4.5,99,"UNIMAK ISLAND REGION, ALASKA",11191531
01-MAR-2020 11:24:26,-49.99,119.96,4.5,10,WESTERN INDIAN-ANTARCTIC RIDGE,11197321
01-MAR-2020 11:07:09,5.34,126.61,4.6,49,"MINDANAO, PHILIPPINES",11197318
01-MAR-2020 11:03:53,19.75,121.28,4.8,24,PHILIPPINE ISLANDS REGION,11191499
01-MAR-2020 11:01:38,5.41,126.47,4.5,52,"MINDANAO, PHILIPPINES",11197316
01-MAR-2020 06:01:40,36.57,70.95,4.2,203,"HINDU KUSH REGION, AFGHANISTAN",11191445
01-MAR-2020 05:22:20,-22.09,-179.52,4.2,608,SOUTH OF FIJI ISLANDS,11200919
01-MAR-2020 05:04:32,21.96,143.85,4.7,146,MARIANA ISLANDS REGION,11191440
01-MAR-2020 03:13:16,-21.14,-68.38,4.4,123,CHILE-BOLIVIA BORDER REGION,11191412
01-MAR-2020 02:05:39,19.74,121.30,4.6,35,PHILIPPINE ISLANDS REGION,11191402
01-MAR-2020 01:40:39,-6.50,149.47,4.2,35,"NEW BRITAIN REGION, P.N.G.",11194127
01-MAR-2020 01:20:28,8.24,-39.32,4.5,10,CENTRAL MID-ATLANTIC RIDGE,11194114
01-MAR-2020 00:51:02,-4.47,125.35,4.0,470,BANDA SEA,11200859
01-MAR-2020 00:08:37,37.23,142.02,4.4,41,"OFF EAST COAST OF HONSHU, JAPAN",11191410
29-FEB-2020 20:05:26,26.49,92.11,4.2,45,NORTHEASTERN INDIA,11191369
29-FEB-2020 18:56:03,-0.04,123.34,4.3,109,"MINAHASSA PENINSULA, SULAWESI",11200681
29-FEB-2020 18:30:15,2.12,125.01,4.3,159,"TALAUD ISLANDS, INDONESIA",11200663
29-FEB-2020 18:16:25,16.41,-61.76,4.5,103,LEEWARD ISLANDS,11200630
29-FEB-2020 18:10:58,-17.96,-178.56,4.3,606,FIJI ISLANDS REGION,11200092
29-FEB-2020 17:14:29,-17.07,-174.52,4.5,91,TONGA ISLANDS,11200026
29-FEB-2020 16:03:28,-6.57,127.48,4.0,399,BANDA SEA,11191255
29-FEB-2020 15:45:27,-25.83,-69.38,4.3,108,NORTHERN CHILE,11191249
29-FEB-2020 13:46:42,-5.54,151.22,4.8,77,"NEW BRITAIN REGION, P.N.G.",11191229
29-FEB-2020 13:06:32,44.80,-111.55,4.21,15,HEBGEN LAKE REGION,11191222
29-FEB-2020 12:29:48,38.34,39.28,4.5,10,TURKEY,11191216
29-FEB-2020 11:54:22,14.85,-93.77,4.6,35,"NEAR COAST OF CHIAPAS, MEXICO",11191207
29-FEB-2020 11:18:59,5.80,-77.62,4.3,10,NEAR WEST COAST OF COLOMBIA,11200934
29-FEB-2020 09:28:26,3.13,128.18,5.3,142,"NORTH OF HALMAHERA, INDONESIA",11191188
29-FEB-2020 08:06:10,5.84,-77.63,4.7,10,NEAR WEST COAST OF COLOMBIA,11191179
29-FEB-2020 07:22:41,36.57,71.25,4.0,124,AFGHANISTAN-TAJIKISTAN BORD REG.,11191180
29-FEB-2020 06:43:42,-22.06,169.07,5.1,10,SOUTHEAST OF LOYALTY ISLANDS,11191162
29-FEB-2020 05:46:47,16.29,-93.00,4.0,10,"CHIAPAS, MEXICO",11191185
29-FEB-2020 04:18:43,0.34,126.19,4.5,10,NORTHERN MOLUCCA SEA,11193601
29-FEB-2020 03:05:27,35.22,-14.57,4.8,10,AZORES-CAPE ST. VINCENT RIDGE,11191137
29-FEB-2020 02:25:21,10.59,-62.48,4.6,94,NEAR COAST OF VENEZUELA,11191128
29-FEB-2020 02:13:11,-31.48,-68.78,4.5,104,"SAN JUAN PROVINCE, ARGENTINA",11191124
29-FEB-2020 01:57:09,-19.44,-172.98,5.4,10,TONGA ISLANDS REGION,11191122
29-FEB-2020 01:11:30,-21.96,-68.48,4.5,102,CHILE-BOLIVIA BORDER REGION,11191106
29-FEB-2020 00:34:17,-24.14,-177.09,4.7,115,SOUTH OF FIJI ISLANDS,11191094
29-FEB-2020 00:27:27,45.58,148.43,4.1,124,KURIL ISLANDS,11193716
28-FEB-2020 23:09:09,55.76,130.13,4.5,10,"SOUTHEASTERN SIBERIA, RUSSIA",11191055
28-FEB-2020 22:04:11,19.58,-109.30,4.1,10,REVILLA GIGEDO ISLANDS REGION,11191025
28-FEB-2020 21:36:25,41.78,81.08,4.4,10,"SOUTHERN XINJIANG, CHINA",11191019
28-FEB-2020 20:29:04,27.34,140.19,4.1,459,"BONIN ISLANDS, JAPAN REGION",11191020
28-FEB-2020 18:47:58,-55.37,-29.40,5.1,10,SOUTH SANDWICH ISLANDS REGION,11190971
28-FEB-2020 18:46:40,-0.82,120.45,4.4,48,"MINAHASSA PENINSULA, SULAWESI",11196220
28-FEB-2020 18:12:56,21.13,101.89,4.0,18,MYANMAR-CHINA BORDER REGION,11190982
28-FEB-2020 17:07:56,0.58,98.61,4.3,73,"NORTHERN SUMATRA, INDONESIA",11196205
